Unit,County,Agency FDID,Incident ,Incident Date,Exposure,Fire Name,Incident Type ,Property Use,Address/Location,Latitude,Longitude,Cause,Total Loss,Acres Burned,FS Injury,FS Death,Civ Injury,Civ Death
AEU,Amador,03555,0008100, 03/18/2019,0,RAM,142,962,16371  RAMS HORN GRADE RD Volcano 95689,38.4410,-120.6220,Debris Burning,0.00,0.84,0,0,0,0
TCU,Calaveras,05555,0003386, 03/18/2019,0,BORO CT / GREENSBORO WY,141,400,1710  BORO CT Arnold 95223,38.2588,-120.3209,Debris Burning,0.00,0.10,0,0,0,0
NEU,Nevada,29555,0006652, 03/18/2019,0,BLUE,141,419,17752  BLUE TENT SCHOOL RD NCCFD84 95959,39.3023,-120.9653,Debris Burning,0.00,1.50,0,0,0,0
NEU,Nevada,29555,0006657, 03/18/2019,0,OAKS,142,419,17478  LAZY OAKS DR NCCFD84 95959,39.2973,-121.0574,Debris Burning,0.00,0.70,0,0,1,0
SCU,Santa Clara,43555,0001837, 03/18/2019,0,WATSONVILLE RD / FLOSSA W,142,931,8480  Pharmer RD GILROY_SCC 95020,37.0215,-121.6505,Arson,0.00,0.01,0,0,0,0
MMU,Merced,24035,0005555, 03/19/2019,0,HWY 99  N/ BRADBURY RD OF,143,961,  HWY 99 N  Delhi 95315,37.7463,-121.3263,Arson,0.00,0.00,0,0,0,0
HUU,Humboldt,12555,0002401, 03/19/2019,0,SALMON,143,961, N Highway 101 HWY MYERS_FLAT 95553,40.2436,-123.8315,Vehicle,0.00,0.10,0,0,0,0
LMU,Lassen,18555,0001402, 03/19/2019,0,RICHMOND,143,659,699560  RICHMOND RD  GOLD_RUN 96130,40.3735,-120.6537,Debris Burning,0.00,1.10,0,0,0,0
FKU,Fresno,10032,0003655, 03/19/2019,0,S PEACH AVE /E VINE AVE,142,936,  S PEACH AVE/E VINE AVE  Fresno 93725,37.1744,-120.1968,Debris Burning,0.00,0.01,0,0,0,0
SKU,Siskiyou,47555,0002069, 03/21/2019,0,DESAVADO,561,400,7630  WHITEPINE ST HRNBRK 96064,41.8883,-122.4313,Debris Burning,0.00,0.00,0,0,0,0
RRU,Riverside,33090,0036893, 03/21/2019,0,PIERCE,142,931,69751  PIERCE ST Thermal 92274,33.5394,-116.1208,Undetermined,0.00,0.65,0,0,0,0
MVU,San Diego,37555,0004096, 03/21/2019,0,MANZANITA CREST RD  VALLE,561,931,31107  MANZANITA CREST RD VALLEY_CENTER 92082,33.2690,-117.0598,Debris Burning,0.00,0.10,0,0,0,0
LMU,Lassen,18555,0001447, 03/21/2019,0,CREEK,143,931,697045  CHENEY CREEK RD WEST_SUSANVILLE_SSN 96130,40.4090,-120.6831,Debris Burning,0.00,0.03,0,0,0,0
RRU,Riverside,33090,0037247, 03/22/2019,0,AVE 70  / HARRISON ST,142,600,  AVE 70  Thermal 92274,33.5409,-116.1418,Debris Burning,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0037618, 03/22/2019,0,RAMONA EXPRESSWAY  / 6TH,142,900,  RAMONA EXPRESSWAY/6TH ST  Nuevo 92567,33.8376,-118.1247,Arson,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0037406, 03/22/2019,0,69,142,931,  LINCOLN ST Mecca 92254,33.9037,-116.1279,Arson,0.00,44.00,0,0,0,0
RRU,Riverside,33005,0037443, 03/22/2019,0,E HOFFER ST  BAN,561,400,385 E HOFFER ST Banning 92220,33.9342,-116.8702,Debris Burning,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0038240, 03/24/2019,0,LEOCO LN / GRAPEFRUIT BL,142,931,  Grapefruit blvd  Coachella 92236,33.6776,-116.1867,Arson,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0038370, 03/24/2019,0,GRAPEFRUIT,142,961,  HY 111/GRAPEFRUIT BLVD  Thermal 92254,33.5866,-117.0199,Vehicle,0.00,1.00,0,0,0,0
RRU,Riverside,33555,0038854, 03/25/2019,0,LAVELLA,142,931,44745  EL PRADO RD Temecula 92592,33.4851,-117.2220,Debris Burning,0.00,1.00,0,0,0,0
MVU,San Diego,37555,0004333, 03/25/2019,0,STONEFIELD,142,110,3199  STONEFIELD DR SAN_MIGUEL 91935,32.7433,-116.9169,Undetermined,0.00,0.20,0,0,0,0
MMU,Madera,20015,0005984, 03/25/2019,0,WATSON,142,900,28777  AVE 15.5  Madera 93638,37.6030,-120.0763,Under Investigation,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0003984, 03/25/2019,0,W EXCELSIOR AVE /S LAKE A,561,419,  W EXCELSIOR AVE/S LAKE AVE  FIVE_POINTS 93624,36.4001,-120.1383,Debris Burning,0.00,0.01,0,0,0,0
FKU,Fresno,10555,0004015, 03/26/2019,0,DEER,142,962,16333  DEER PATH LN Clovis 93619,36.8910,-119.5063,Debris Burning,0.00,0.39,0,0,0,0
RRU,Riverside,33090,0039623, 03/27/2019,0,PACIFIC PARK DR / PROMONT,561,419,31310  HIDDEN LAKE RD Murrieta 92563,33.9409,-117.1879,Debris Burning,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0039891, 03/27/2019,0,70TH,142,931,88740  AVE 70  Thermal 92274,33.5590,-116.0198,Arson,"50,000.00",3.00,0,0,0,0
MVU,San Diego,37555,0004432, 03/27/2019,0,LAWSON VALLEY RD  LAWSO 7,142,900,15982  LAWSON VALLEY RD LAWSON_VALLEY 91935,32.7412,-116.8373,Debris Burning,0.00,0.10,0,0,0,0
BEU,Monterey,27095,0001824, 03/27/2019,0,FOOTHILL,172,931,37393  Foothill Rd  Soledad 93960,36.3751,-121.3505,Debris Burning,0.00,0.01,0,0,0,0
MMU,Madera,20555,0006219, 03/28/2019,0,LAURI,142,419,45588  LAURI LN Ahwahnee 93644,37.3503,-119.7156,Lightning,0.00,0.00,0,0,0,0
BDU,Inyo,14555,0004244, 03/28/2019,0,PINE CREEK RD / HWY 395,142,960,  Pine Creek RD ROUND_VALLEY_AREA 93514,37.4195,-118.5632,Undetermined,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0040372, 03/29/2019,0,MIDDLETON ST  THER,173,931,85651  MIDDLETON ST Thermal 92274,33.5594,-116.1685,Arson,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0040386, 03/29/2019,0,PIERCE,142,931,69751  PIERCE ST Thermal 92274,33.5387,-116.1213,Arson,0.00,0.10,0,0,0,0
BEU,Monterey,27555,0001890, 03/30/2019,0,MENTONE,141,419,17  MENTONE RD CARMEL_HIGHLANDS 93923,36.8122,-122.5562,Undetermined,0.00,0.10,0,0,0,0
RRU,Riverside,33115,0040920, 03/30/2019,0,I 15  N/ RANCHO CALIFORNI,142,960,27401  YNEZ RD Temecula 92591,33.5035,-118.5187,Arson,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0041071, 03/30/2019,0,CANAL,142,931,  AVE 70/SEA VIEW WY  Mecca 92254,33.5404,-115.9234,Campfire,0.00,0.15,0,0,0,0
RRU,Riverside,33090,0041144, 03/30/2019,0,WASHINGTON ST / VARNER RD,143,931,  WASHINGTON ST/VARNER RD  Palm Desert 92211,33.7614,-116.3009,Undetermined,100.00,0.10,0,0,0,0
RRU,Riverside,33035,0041116, 03/30/2019,0,MAIN,142,961,  I 15 South Bound  Lake Elsinore 92530,33.6738,-117.3175,Vehicle,0.00,0.10,0,0,0,0
SKU,Siskiyou,47555,0002365, 03/31/2019,0,HOTLUM,142,931,  Hotlum RD Out of Jurisdiction 96094,41.4815,-122.3361,Under Investigation,0.00,0.25,0,0,0,0
FKU,Fresno,10032,0004287, 03/31/2019,0,N PIEDRA RD  TIVY_VALLEY,172,000,  TIVY VALLEY RD/E WELDON AVE  TIVY_VALLEY 93657,36.7654,-119.4251,Debris Burning,0.00,0.10,0,0,0,0
SLU,San Luis Obispo,40555,0004307, 04/01/2019,0,TIENDA PL / MESA VIEW DR,561,419,2625  TIENDA PL SLO_CO 93420,35.0644,-120.5957,Debris Burning,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0004348, 04/01/2019,0,S INDIANOLA AVE /E CALIFO,143,931,  S INDIANOLA AVE/E CALIFORNIA A  Sanger 93657,37.2021,-119.9743,Arson,0.00,0.01,0,0,0,0
BEU,Monterey,27095,0001938, 04/01/2019,0,FRONT ST / MORANDA RD,143,951,  FRONT ST/  SOLEDAD_CITY 93960,36.4225,-121.3232,Playing with Fire,0.00,0.01,0,0,0,0
CZU,Santa Cruz,44095,0002466, 04/01/2019,0,SLOGH,143,931,  HARKINS SLOUGH RD/LEE RD  WATSONVILLE_UNINC_WE 95076,36.9122,-121.7911,Playing with Fire,0.00,0.01,0,0,0,0
BEU,Monterey,27155,0001935, 04/01/2019,0,METZ,143,931,  METZ RD/RIO RD  KING_CITY 93930,30.2920,-121.1541,Debris Burning,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0042343, 04/02/2019,0,HIGHWAY,143,961,  I 10 E/HAUGEN LEHMANN WY OFRP  San Gorgonio 92282,33.9205,-116.7223,Smoking,0.00,1.00,0,0,0,0
RRU,Riverside,33555,0042437, 04/02/2019,0,,143,961,  WINCHESTER RD  Winchester 92596,0.0000,0.0000,Undetermined,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0042310, 04/02/2019,0,DEGEN,142,931,  DEGEN AV/25TH AV  Ripley 92225,33.5226,-114.6576,Playing with Fire,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0042386, 04/02/2019,0,66,142,931,  AVE 66  Mecca 92254,33.5699,-116.0844,Undetermined,0.00,0.62,0,0,0,0
FKU,Fresno,10032,0004366, 04/02/2019,0,ANNADALE,142,951,14775 E E. Annadale Ave.  Sanger 93657,36.6992,-119.5235,Undetermined,0.00,0.50,0,0,0,0
FKU,Fresno,10032,0004374, 04/02/2019,0,LOCAN,143,931,4053 S LOCAN AVE Fresno 93725,36.6780,-119.6549,Debris Burning,0.00,2.00,0,0,0,0
FKU,Fresno,10032,0004407, 04/02/2019,0,W TORNADO AVE /S GRANADA,143,931,17289  W TORNADO AVE/S GRANADA ST  Huron 93234,36.1913,-121.0383,Campfire,"5,000.00",0.25,0,0,0,0
RRU,Riverside,33005,0042281, 04/02/2019,0,E RAMSEY ST /N PHILLIPS A,142,931,  E RAMSEY ST  Banning 92220,33.9221,-116.8585,Campfire,0.00,0.10,0,0,0,0
MMU,Merced,24035,0006672, 04/03/2019,0,OLIVE,561,655,3511 E OLIVE AVE MCKEE 95340,37.3169,-120.4239,Debris Burning,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0042763, 04/03/2019,0,CORTE EL CONDOR   HEM,142,419,27365  CORTE EL CONDOR  Hemet 92544,34.2071,-117.5776,Debris Burning,0.00,1.00,0,0,0,0
RRU,Riverside,33090,0043014, 04/03/2019,0,74,142,961,  HY 74 EEOVISTA PL  Green Acres 92545,33.7385,-117.0586,Vehicle,0.00,1.00,0,0,0,0
MVU,San Diego,37555,0004813, 04/04/2019,0,HWY 94 HWY / TIERRA DEL 2,142,NNN,  HWY 94 HWY/TIERRA DEL SOL RD  Boulevard 91905,32.6654,-116.3169,Undetermined,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0004488, 04/04/2019,0,I 5 ACCESS RAMP  /W JAYNE,143,931,  I 5 ACCESS RAMP/W JAYNE AVE  City of Coalinga 93210,37.3378,-121.5063,Campfire,0.00,0.10,0,0,0,0
RRU,Riverside,33080,0043544, 04/04/2019,0,MISSION BL / CRESTMORE RD,142,931,  MISSION BL/CRESTMORE RD  Jurupa Valley 92509,33.9918,-117.3970,Campfire,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0043831, 04/05/2019,0,VARNER,142,931,  VARNER RD/COOK ST  Thousand Palms 92276,33.7960,-116.3651,Arson,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0044298, 04/06/2019,0,DARTMOUTH,143,419,41516  ACACIA AVE Hemet 92544,33.7441,-116.9366,Electrical Power,0.00,0.01,0,0,0,0
FKU,Fresno,10032,0004572, 04/06/2019,0,S WILLOW AVE /E KAMM AVE,143,931,14555 S PEACH AVE Selma 93662,36.8781,-120.1998,Undetermined,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0004607, 04/07/2019,0,E ADAMS AVE /S ACADEMY AV,142,931,  MENDOCINO  City of Parlier 93648,36.9681,-119.9091,Arson,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0004617, 04/07/2019,0,S FRANKWOOD AVE /E KINGS,142,931,  S FRANKWOOD AVE/E KINGS CANYON  Sanger 93657,36.7237,-119.4483,Debris Burning,0.00,0.01,0,0,0,0
FKU,Fresno,10032,0004643, 04/07/2019,0,CLOVIS,143,961,  HWY 99 ACCESS RAMP/S CLOVIS AV  Fowler 93625,36.6398,-119.6992,Vehicle,0.00,0.50,0,0,0,0
RRU,Riverside,33555,0045305, 04/08/2019,0,PAINTED,142,640,  Painted Hills  Palm Springs 92282,33.9347,-116.6245,Equipment,"5,000.00",1.00,0,0,0,0
LNU,Lake,17555,0005977, 04/08/2019,0,E HWY 20  / NEW LONG VALL,141,419,18352 e  E HWY 20/NEW LONG VALLEY RD  CLEARLAKE_OAKS 95423,39.1574,-122.9069,Electrical Power,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0045319, 04/08/2019,0,HY 74  E/ LINCOLN AV,143,931,  HY 74 E/LINCOLN AV  Hemet 92544,34.2461,-117.4794,Vehicle,0.00,1.00,0,0,0,0
RRU,Riverside,33060,0045280, 04/08/2019,0,NORTH DR / CALIFORNIA AV,141,419,367  NORTH DR Norco 92860,34.5897,-117.8827,Electrical Power,0.00,0.01,0,0,0,0
MMU,Merced,24035,0007102, 04/09/2019,0,GREENWAY,141,807,2983 E WASHINGTON RD EL_NIDO 93610,37.1114,-120.4369,Miscellaneous,"50,000.00",2.00,0,0,0,0
MEU,Mendocino,23555,0004298, 04/09/2019,0,FRANKLIN,141,000,16701  FRANKLIN RD FORT_BRAGG 95437,39.3886,-123.7693,Electrical Power,0.00,1.00,0,0,0,0
FKU,Fresno,10555,0004729, 04/09/2019,0,AUBERRY,143,419,12685  AUBERRY RD City of Clovis 93619,36.9207,-119.7140,Electrical Power,0.00,0.15,0,0,0,0
MMU,Madera,20010,0007122, 04/09/2019,0,TERRACE PL  MADERA_CITY,143,946,1030  S. Gateway DR MADERA_CITY 93638,36.0920,-120.0837,Electrical Power,0.00,0.10,0,0,0,0
FKU,Fresno,10032,0004727, 04/09/2019,0,BULLARD,142,419,8881 E BULLARD AVE Clovis 93619,33.8221,-119.6293,Electrical Power,0.00,0.13,0,0,0,0
FKU,Fresno,10032,0004757, 04/09/2019,0,MANNING,143,961,  HWY 99 ACCESS RAMP/E MANNING A  Fowler 93625,36.6054,-119.6631,Vehicle,0.00,0.10,0,0,0,0
FKU,Fresno,10555,0004796, 04/10/2019,0,W JAYNE AVE /S EL DORADO,143,960,  S EL DORADO AVE/W JAYNE AVE  Coalinga 93210,37.4217,-120.2063,Electrical Power,"5,000.00",0.25,0,0,0,0
FKU,Fresno,10555,0004782, 04/10/2019,0,LOST,142,931,43097 JA  ZUBURI RANCH  Coalinga 93210,36.5752,-120.3071,Electrical Power,0.00,5.30,0,0,0,0
SLU,San Luis Obispo,40555,0004675, 04/10/2019,0,MESA,143,931,4344  SHELL CREEK RD Shandon Census Desig 93461,35.5842,-120.3363,Electrical Power,0.00,0.23,0,0,0,0
HUU,Humboldt,12555,0003025, 04/10/2019,0,SAWMILL RD / ALDERPOINT R,143,900,  Alder Point Rd  Garberville 95542,40.1101,-123.7755,Electrical Power,0.00,0.76,0,0,0,0
BTU,Butte,04035,0003950, 04/10/2019,0,OROVILLE DAM BLVD W/ MIDD,143,931,  OROVILLE DAM BLVD W/MIDDLEHOFF  Thermalito 95965,39.8301,-121.9677,Under Investigation,0.00,0.10,0,0,0,0
BTU,Butte,04035,0003964, 04/10/2019,0,LEWIS,142,419,1054  LEWIS OAK RD GRDLY 95948,39.3430,-121.7203,Debris Burning,"1,000.00",0.13,0,0,0,0
MMU,Madera,20010,0007169, 04/10/2019,0,ROTARY PARK MADERA_CITY,143,946,930 N GATEWAY DR MADERA_CITY 93637,37.6137,-120.1127,Electrical Power,0.00,0.10,0,0,0,0
BDU,San Bernardino,36107,0004842, 04/10/2019,0,PLUTO ST / STONEY CREEK D,143,419,7319  PLUTO CT HIGHLAND_CITY 92346,34.2016,-117.3286,Smoking,0.00,1.00,0,0,0,0
RRU,Riverside,33005,0046226, 04/10/2019,0,N SUNSET AV /W RAMSEY ST,142,963,  N SUNSET AV/W RAMSEY ST  Banning 92220,34.5431,-117.5218,Smoking,0.00,0.10,0,0,0,0
MMU,Merced,24555,0007170, 04/10/2019,0,,143,900,  I5 N/HWY 165 OFF RAMP  LOS_BANOS 93635,0.0000,0.0000,Under Investigation,0.00,0.10,0,0,0,0
MMU,Merced,24020,0007178, 04/10/2019,0,HWY 99  N/ HAMMATT AV OFF,143,961,  HWY 99 N/HAMMATT AV OFF RAMP  LIVINGSTON_CITY 95334,37.3858,-120.7146,Vehicle,0.00,0.10,0,0,0,0
CZU,Santa Cruz,44045,0002702, 04/10/2019,0,GREEN VALLEY,142,931,  GREEN VALLEY RD/AIRPORT BL  PAJARO_VALLEY_WTS 95076,36.9406,-121.7719,Campfire,0.00,0.10,0,0,0,0
MMU,Merced,24035,0007246, 04/11/2019,0,ROBBIE,143,900,  I5 N/HWY 33  SANTA_NELLA 95322,37.1031,-121.0128,Equipment,0.00,0.10,0,0,0,0
MMU,Merced,24035,0007250, 04/11/2019,0,MCHENRY RD  MERCED,142,419,5810  MCHENRY RD Merced 95341,37.2588,-120.3827,Debris Burning,20.00,0.01,0,0,0,0
RRU,Riverside,33555,0046597, 04/11/2019,0,LAMB,142,961,  LAMB CANYON RD/DUMP RD  Beaumont 92223,34.4383,-117.0136,Vehicle,0.00,1.00,0,0,0,0
RRU,Riverside,33090,0046517, 04/11/2019,0,INTAKE,142,931,7041  INTAKE  Blythe 92225,33.6078,-114.5695,Debris Burning,0.00,1.00,0,0,0,0
RRU,Riverside,33090,0046677, 04/11/2019,0,AVE 58   LAQ,172,600,82379  AVE 58  La Quinta 92274,33.6275,-116.2276,Equipment,0.00,0.25,0,0,0,0
FKU,Fresno,10555,0004812, 04/11/2019,0,COALINGA,142,640,  Stanislaus Avenue AVE Coalinga 93210,36.2482,-120.3453,Electrical Power,0.00,1.40,0,0,0,0
SLU,San Luis Obispo,40555,0004722, 04/11/2019,0,PIER,142,937,  Pier Ave  OCE 93445,35.1073,-120.6287,Undetermined,0.00,0.00,0,0,0,0
BTU,Butte,04035,0003992, 04/11/2019,0,CENTRAL HOUSE RD  GRDLY,142,931,31  CENTRAL HOUSE RD GRDLY 95965,39.5839,-121.9999,Debris Burning,"1,000.00",0.10,0,0,0,0
MVU,San Diego,37555,0005121, 04/11/2019,0,MARGUERITE,142,931,  WILLOW RD/MARGUERITE CANYON RD  Lakeside 92040,32.8916,-116.8721,Campfire,0.00,0.20,0,0,0,0
FKU,Fresno,10555,0004876, 04/12/2019,0,MADSEN,143,419,7407 N MADSEN AVE Clovis 93619,36.8445,-119.5424,Debris Burning,0.00,1.00,0,0,0,0
FKU,Fresno,10032,0004866, 04/12/2019,0,DERRICK,143,900,  7000 S DERRICK AVE  Mendota 93640,36.6396,-120.3882,Electrical Power,0.00,0.50,0,0,0,0
LNU,Sonoma,49555,0006278, 04/12/2019,0,LIMERICK,143,419,1179  LIMERICK LN Windsor 95448,38.5886,-122.8217,Debris Burning,0.00,0.40,0,0,0,0
MMU,Merced,24035,0007397, 04/13/2019,0,CANAL,143,951,  HWY 33/S CANAL SCHOOL RD  Gustine 95360,37.6731,-121.1135,Railroad,0.00,0.01,0,0,0,0
SHU,Shasta,45555,0003785, 04/13/2019,0,OAK,143,931,10603  Oak Run RDS Millville 96069,40.5962,-122.1671,Debris Burning,0.00,5.00,0,0,0,0
AEU,El Dorado,09555,0010540, 04/13/2019,0,CANYON,142,400,6640  RODWELL CANYON RD GRIZZLY_FLAT 95684,38.6474,-120.6508,Debris Burning,0.00,0.20,0,0,0,0
BDU,San Bernardino,36194,0005007, 04/13/2019,0,OAK GLEN RD / CALIMESA BL,143,960,32738  OAK GLEN RD YUCAIPA_CITY 92399,34.0319,-117.1500,Vehicle,0.00,0.10,0,0,0,0
MMU,Madera,20015,0007392, 04/13/2019,0,GRASS,143,931,  HWY 145/RD 33  BONADELLE 93636,37.0006,-119.9336,Undetermined,0.00,1.00,0,0,0,0
FKU,Fresno,10032,0004926, 04/13/2019,0,TIVY,143,931,2389  TIVY VALLEY RD City of Sanger 93657,36.7713,-119.4207,Debris Burning,0.00,0.25,0,0,0,0
RRU,Riverside,33054,0047688, 04/13/2019,0,CHAMBRAY DR  MOVA,143,419,22794  CHAMBRAY DR Moreno Valley 92557,34.5745,-117.4420,Equipment,500.00,0.10,0,0,0,0
LNU,Lake,17040,0006356, 04/13/2019,0,JERUSALEM,142,900,23492  JERUSALEM GRADE RD Middletown 95457,38.8098,-122.4843,Vehicle,"3,000.00",0.10,0,0,0,0
FKU,Fresno,10555,0004983, 04/14/2019,0,OIL,142,600,  OIL CITY RD/SHELL RD  City of Coalinga 93210,36.3945,-120.6173,Electrical Power,0.00,0.63,0,0,0,0
FKU,Fresno,10555,0004996, 04/14/2019,0,CALAVERAS,143,640,39230 S CALAVERAS AVE Coalinga 93210,36.1812,-120.2836,Undetermined,0.00,3.30,0,0,0,0
MMU,Madera,20010,0007467, 04/14/2019,0,STADIUM,143,931,  STADIUM RD/W ALMOND AV  MADERA_CITY 93637,37.5759,-120.1097,Playing with Fire,0.00,0.01,0,0,0,0
FKU,Fresno,10032,0005007, 04/14/2019,0,S LASSEN AVE / HURON AVE,143,931,  S LASSEN AVE/HURON AVE  Huron 93234,36.2021,-120.1035,Vehicle,0.00,0.25,0,0,0,0
FKU,Fresno,10032,0004999, 04/14/2019,0,CEDAR,143,419,2134 E MOUNTAIN VIEW AVE Caruthers 93725,36.5473,-119.7550,Miscellaneous,0.00,2.00,0,0,0,0
FKU,Fresno,10032,0005010, 04/14/2019,0,LAC JAC,142,200,8662 S LAC JAC AVE Reedley 93648,36.6092,-119.4842,Electrical Power,0.00,0.10,0,0,0,0
RRU,Riverside,33052,0048142, 04/14/2019,0,DUNE PALMS RD / VISTA COR,143,938,  DUNE PALMS RD/VISTA CORALINA L  La Quinta 92253,33.7033,-116.2714,Undetermined,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0048703, 04/15/2019,0,70TH,142,931,90125  AVE 70  Mecca 92254,33.5398,-116.0937,Playing with Fire,0.00,3.00,0,0,0,0
MVU,San Diego,37555,0005315, 04/15/2019,0,DEHESA 3,142,931,  DEHESA RD/WILLOW GLEN DR  SAN_MIGUEL 92019,32.7864,-116.8863,Electrical Power,0.00,0.10,0,0,0,0
SHU,Shasta,45086,0003838, 04/15/2019,0,RODEO,142,419,5210  Balls Ferry RD STA43 96007,40.4392,-122.2440,Debris Burning,"1,000.00",0.10,0,0,0,0
MMU,Merced,24035,0007675, 04/17/2019,0,INGOMAR,143,960,  FAHEY RD  SANTA_NELLA 93635,37.2588,-120.3827,Equipment,200.00,0.25,0,0,0,0
RRU,Riverside,33555,0049312, 04/17/2019,0,NORBERT ST  PERR,143,419,22521  NORBERT ST Perris 92570,34.3210,-117.6130,Equipment,0.00,1.00,0,0,0,0
SKU,Siskiyou,47555,0002786, 04/17/2019,0,HIGHWAY 2,142,931,47624  Highwy 97  Macdoel 96058,41.9020,-121.9401,Debris Burning,0.00,0.01,0,0,0,0
MVU,San Diego,37555,0005425, 04/17/2019,0,LA GRANADA  / SAN ELIJO,143,142,  LA GRANADA/SAN ELIJO  RANCHO_SANTA_FE 92067,33.0242,-117.2254,Equipment,0.00,0.20,0,0,0,0
LMU,Lassen,18555,0001909, 04/17/2019,0,LAKE,143,400,714780  LAKE LEAVITT RD STANDISH_FPD 96130,40.3642,-120.4684,Debris Burning,"3,500.00",0.10,0,0,0,0
MMU,Madera,20010,0007682, 04/17/2019,0,VILLAGE,142,161,605 S I ST MADERA_CITY 93637,37.5900,-120.0969,Debris Burning,0.00,0.01,0,0,0,0
RRU,Riverside,33085,0049549, 04/17/2019,0,GIRARD ST /E MIDWAY ST,143,931,  Girard Street  San Jacinto 92583,34.2769,-117.5907,Undetermined,0.00,0.01,0,0,0,0
RRU,Riverside,33085,0049639, 04/17/2019,0,E MIDWAY ST / GIRARD ST,143,962,  Girard Street  San Jacinto 92583,34.2729,-117.5907,Undetermined,0.00,0.01,0,0,0,0
MMU,Merced,24035,0007714, 04/18/2019,0,SOUTH,142,931,15118  SOUTH AVE Delhi 95315,37.4236,-120.7566,Arson,0.00,0.10,0,0,0,0
MMU,Merced,24035,0007742, 04/18/2019,0,CUNNINGHAM,143,961,  HWY 140 E  Planada 95365,37.5387,-120.4055,Undetermined,0.00,0.10,0,0,0,0
SKU,Siskiyou,47555,0002824, 04/18/2019,0,MACHADO,143,931,  Machado Lane  BIG_SPGS 96064,41.6384,-122.4011,Electrical Power,0.00,0.10,0,0,0,0
RRU,Riverside,33090,0049715, 04/18/2019,0,AVE 70   MECC,142,931,90125  AVE 70  Mecca 92254,33.5401,-116.0919,Arson,0.00,3.00,0,0,0,0
SLU,San Luis Obispo,40555,0005088, 04/18/2019,0,COTTON,143,931,  CB 041-0476  Cholame 93461,35.7784,-120.2251,Vehicle,0.00,1.90,0,0,0,0
LNU,Napa,28555,0006650, 04/18/2019,0,GORDON VALLEY RD  GORDON_,142,419,6261  GORDON VALLEY RD GORDON_VALLEY 94558,38.3193,-122.1174,Debris Burning,0.00,0.25,0,0,0,0
BDU,San Bernardino,36555,0005222, 04/18/2019,0,DEEP CREEK RD / POPPY RD,142,931,  Deep Creek  APPLE_VALLEY_AREA 92308,34.4178,-117.1510,Undetermined,0.00,0.10,0,0,0,0
BTU,Butte,04035,0004299, 04/18/2019,0,T53A,561,951,  Railroad  Nord 95973,40.3118,-122.6053,Playing with Fire,0.00,0.10,0,0,0,0
LMU,Lassen,18555,0001929, 04/18/2019,0,HONEY,142,669,  HWY 395 HWY Janesville 96114,40.2399,-120.4521,Arson,0.00,0.10,0,0,0,0
LNU,Napa,28025,0006645, 04/18/2019,0,KELLY,143,960,  N KELLY RD  GREENWOOD_RANCH 94558,38.2226,-122.2533,Undetermined,0.00,0.10,0,0,0,0
LMU,Plumas,32557,0001946, 04/18/2019,0,OLD,141,669,3000  Old Haun RD CANYON_DAM_AREA 95947,40.2041,-121.0084,Debris Burning,0.00,0.10,0,0,0,0
BDU,San Bernardino,36194,0005310, 04/19/2019,0,NICOYA,143,419,35590  AVE E  YUCAIPA_CITY 92399,34.0452,-117.0468,Debris Burning,0.00,0.10,0,0,0,0
BEU,Monterey,27555,0002323, 04/19/2019,0,PARIS,143,961,  101 HWY SAN_ARDO 93450,36.0038,-120.9152,Vehicle,0.00,2.00,0,0,0,0
RRU,Riverside,33555,0050497, 04/19/2019,0,GRANITE,143,931,  PYRITE ST/GRANITE HILL DR  Jurupa Valley 92509,0.0000,0.0000,Campfire,0.00,0.30,0,0,0,0
MVU,San Diego,37555,0005549, 04/19/2019,0,ELFIN FOREST RD  RANCHO_S,173,600,20253  ELFIN FOREST RD RANCHO_SANTA_FE 92029,33.1320,-117.2955,Equipment,0.00,0.01,0,0,0,0
BTU,Butte,04555,0004315, 04/19/2019,0,GRANITE,142,900,15  GRANITE PEAK CT FTHR_FALLS 95966,39.4536,-122.1217,Debris Burning,0.00,0.28,0,0,0,0
BTU,Butte,04555,0004323, 04/19/2019,0,ROCKERFELLER,141,419,104  JUSTAMERE LN BERRY_CRK 95916,39.6200,-121.3707,Playing with Fire,0.00,0.69,0,0,0,0
