Unit,County,Agency FDID,Incident ,Incident Date,Exposure,Fire Name,Incident Type ,Property Use,Address/Location,Latitude,Longitude,Cause,Total Loss,Acres Burned,FS Injury,FS Death,Civ Injury,Civ Death
TCU,Tuolumne,55555,0006585, 05/26/2021,0,WOODS,143,936,  CAMP HOPE  Sonora 95370,37.9717,-120.3965,Undetermined,0.00,0.10,0,0,0,0
RRU,Riverside,33085,0069507, 05/26/2021,0,RAMONA EXPRESSWAY  / SAN,143,931,  RAMONA EXPRESSWAY/SAN JACINTO  San Jacinto 92583,33.7934,-116.9406,Arson,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009545, 05/26/2021,0,BORDER 8,143,419,24780  POTRERO VALLEY RD Potrero 91963,32.6078,-116.6139,Electrical Power,0.00,0.50,0,0,0,0
FKU,Fresno,10032,0007854, 05/26/2021,0,CENTRAL,143,600,18561 E CENTRAL AVE Reedley 93654,36.6701,-119.1202,Equipment,0.00,18.00,0,0,0,0
FKU,Fresno,10555,0007841, 05/26/2021,0,OAK,143,419,14873  OAK CREEK RD Prather 93651,36.9778,-119.5324,Equipment,0.00,0.01,0,0,0,0
MMU,Merced,24035,0010895, 05/27/2021,0,MEADOW,143,655,7777  MEADOW DR Cressey 95388,37.3449,-120.6265,Miscellaneous,200.00,1.00,0,0,0,0
TCU,Stanislaus,50555,0006637, 05/27/2021,0,MILE,143,931,  TWENTY EIGHT MILE RD  STANISLAUS_COUNTY 95230,37.8886,-120.8389,Arson,0.00,508.00,0,0,0,0
MMU,Merced,24035,0010894, 05/27/2021,0,BADGER,143,946,  BADGER FLAT RD/INGOMAR GRADE  LOS_BANOS 93635,37.0704,-120.8790,Campfire,0.00,0.01,0,0,0,0
MMU,Merced,24035,0010924, 05/27/2021,0,OAKDALE,143,931,  N BUHACH RD/OAKDALE RD  Winton 95388,37.4387,-120.5722,Undetermined,0.00,3.00,0,0,0,0
MMU,Merced,24035,0010934, 05/27/2021,0,NETHERTON RD / WHITWORTH,142,419,  NETHERTON RD  Gustine 95360,37.2826,-121.0321,Debris Burning,0.00,0.10,0,0,0,0
MMU,Merced,24035,0010938, 05/27/2021,0,GRAVEL PIT RD / SULLIVAN,143,936,  GRAVEL PIT RD  Gustine 95322,37.2416,-120.0795,Arson,0.00,0.25,0,0,0,0
MMU,Merced,24005,0010880, 05/27/2021,0,CRESTVIEW,143,419,2391  CRESTVIEW DR ATWATER_CITY 95301,37.3590,-120.6208,Campfire,900.00,0.10,0,0,0,0
RRU,Riverside,33090,0070008, 05/27/2021,0,AVE 64   THER,142,936,89539  AVE 64  Thermal 92274,33.5734,-116.1009,Miscellaneous,0.00,1.00,0,0,0,0
RRU,Riverside,33115,0070297, 05/27/2021,0,PORTOLA,143,931,  DE PORTOLA RD/VIA SABINO  Temecula 92592,33.2949,-117.4590,Electrical Power,0.00,0.10,0,0,0,0
MMU,Mariposa,22555,0010916, 05/27/2021,0,LIVE OAK,142,931,4155  LIVE OAK RD MORMON_BAR 95338,37.4586,-120.0052,Equipment,"2,500.00",250.00,0,0,0,0
MMU,Merced,24035,0010902, 05/27/2021,0,KELLEY RD / RIVER RD,143,935,4394  KELLEY RD STEVENSON 95324,37.3505,-120.9577,Electrical Power,0.00,0.50,0,0,0,0
MVU,San Diego,37555,0009657, 05/27/2021,0,SMOKE CHECK,142,610,15155  Vesper Rd.  VALLEY_CENTER 92082,33.2316,-117.0037,Equipment,0.00,0.01,0,0,0,0
LNU,Lake,17555,0008613, 05/27/2021,0,NOBLE,142,400,13974  NOBLE RANCH RD LOWER_LAKE 95457,38.8507,-122.5604,Equipment,100.00,0.20,0,0,0,0
RRU,Riverside,33010,0070146, 05/27/2021,0,PENNSYLVANIA AV ONRP  / I,143,961,  PENNSYLVANIA AV ONRP/I 10 E  Beaumont 92223,34.5450,-117.6070,Undetermined,0.00,0.10,0,0,0,0
TGU,Tehama,52555,0006156, 05/27/2021,0,GRAHAM,142,400,21725  GRAHAM RD Manton 96059,40.4216,-121.8398,Equipment,"236,000.00",14.30,0,0,0,0
NEU,Nevada,29555,0013187, 05/27/2021,0,CASCI,142,419,12309  casci road  NCCFD84 95959,39.5310,-121.4692,Debris Burning,800.00,0.03,0,0,0,0
NEU,Placer,31125,0013152, 05/27/2021,0,HWY 49  / BELL RD,143,965,2500  Bell Rd.  PCFD 95603,38.9430,-121.0912,Undetermined,50.00,0.01,0,0,0,0
LMU,Modoc,25555,0002787, 05/28/2021,0,DAVIS,142,961,33876  Hwy 395  DAVIS_CREEK 96108,41.6194,-120.4120,Undetermined,0.00,0.25,0,0,0,0
SLU,San Luis Obispo,40555,0007356, 05/28/2021,0,HIGHWAY 2,143,931,  HWY 166/WINEMAN RD  SMR_CO 93454,34.9948,-120.4224,Undetermined,0.00,0.10,0,0,0,0
SLU,San Luis Obispo,40555,0007347, 05/28/2021,0,RED,143,961,  HWY 58 mile marker 25  SANTA_MARG_CO 93453,35.4022,-120.2743,Vehicle,0.00,0.60,0,0,0,0
MVU,San Diego,37555,0009705, 05/28/2021,0,BORDER 9,142,900,  Boarder Road  Otay 92179,32.5664,-116.8236,Campfire,0.00,18.13,0,0,0,0
LNU,Napa,28025,0008678, 05/28/2021,0,MEE,143,655,990  MEE LN Rutherford 94574,38.4728,-122.4202,Equipment,0.00,0.01,0,0,0,0
MMU,Madera,20015,0010986, 05/28/2021,0,FARM,143,931,  AVE 9/RD 36  BONADELLE 93636,36.8805,-119.8670,Vehicle,0.00,1.00,0,0,0,0
SCU,Santa Clara,43045,0003847, 05/28/2021,0,BOLSA 2,143,961,  HWY 25/BOLSA RD  SOUTH_GILROY_SCC 95020,36.9556,-121.5301,Vehicle,0.00,1.00,0,0,0,0
MVU,San Diego,37555,0009723, 05/28/2021,0,VESPER,143,610,15155  VESPER RD/VALLEY CENTER RD  VALLEY_CENTER 92082,33.2316,-117.0037,Equipment,0.00,0.01,0,0,0,0
TCU,Tuolumne,55555,0006668, 05/28/2021,0,MADRONE ST  TUOLUMNE_CITY,143,419,18758  MADRONE ST TUOLUMNE_CITY 95379,37.9628,-120.2351,Undetermined,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009736, 05/28/2021,0,WINDMILL 3,142,900,38399  BIA RD 14  CAMPO_INDIAN_RESERVA 91905,32.7156,-116.3270,Undetermined,0.00,1.20,0,0,0,0
SHU,Trinity,53555,0005293, 05/28/2021,0,MASONIC,142,931,  Masonic LN Weaverville 96093,40.7175,-122.9385,Arson,0.00,0.20,0,0,0,0
BTU,Butte,04035,0006819, 05/28/2021,0,CHATTFIELD,142,600,2376  HWY 99  GRDLY 95948,39.6767,-122.1477,Debris Burning,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009686, 05/28/2021,0,RAINBOW 2,143,400,2634  RAINBOW VALLEY  Rainbow 92028,33.4193,-117.1415,Equipment,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0071176, 05/29/2021,0,VIPER,143,931,  SAN TIMOTEO CANYON RD/VIPER RD  Moreno Valley 92373,33.9833,-117.1247,Railroad,0.00,1.13,0,0,0,0
BDU,San Bernardino,36555,0006913, 05/29/2021,0,PHELAN RD / SUNNY VISTA R,561,419,8989  WHITE FOX TRL BALDY_MESA 92371,34.4290,-117.4669,Debris Burning,0.00,0.10,0,0,0,0
MMU,Merced,24035,0011077, 05/29/2021,0,HYDE ST  PLANADA,143,931,10379  HYDE ST Planada 95333,37.2838,-120.2990,Vehicle,0.00,0.50,0,0,0,0
SLU,San Luis Obispo,40055,0007391, 05/29/2021,0,FIRE,142,936,  PRICE ST/  PSM 93449,35.2361,-121.0662,Smoking,0.00,0.01,0,0,0,0
RRU,Riverside,33090,0071221, 05/29/2021,0,AMARILLO,143,931,  BELLEGRAVE AV/AVON ST  Jurupa Valley 92509,34.0132,-117.4796,Undetermined,0.00,0.10,0,0,0,0
MMU,Madera,20015,0011080, 05/29/2021,0,AVE 14   BONADELLE,143,419,35424  AVE 14  BONADELLE 93636,36.9517,-119.9043,Equipment,500.00,0.10,0,0,0,0
MMU,Madera,20010,0011047, 05/29/2021,0,TOZER ST /E YOSEMITE AV,142,946,  TOZER ST  MADERA_CITY 93638,36.9809,-120.0479,Arson,0.00,1.00,0,0,0,0
MMU,Madera,20010,0011095, 05/29/2021,0,CREEKSIDE,143,931,1601  CREEKSIDE DR MADERA_CITY 93638,36.9809,-120.0492,Arson,200.00,1.00,0,0,0,0
LNU,Solano,48555,0008736, 05/29/2021,0,ACACIA,143,419,7771  CHISAMORE RANCH LN Vacaville 95688,38.4424,-121.9773,Equipment,0.00,6.11,0,0,0,0
MMU,Merced,24035,0011049, 05/29/2021,0,HWY 59  N/ TURLOCK RD,143,961,  HWY 59 N  Snelling 95369,37.4780,-120.5032,Undetermined,0.00,0.10,0,0,0,0
MMU,Merced,24035,0011056, 05/29/2021,0,FRANKLIN,143,419,2705  FRANKLIN RD Atwater 95348,37.3279,-120.5411,Equipment,400.00,0.20,0,0,0,0
MMU,Merced,24035,0011087, 05/29/2021,0,I5  N/ HWY 33 OFF RAMP,143,961,  I-5 N  SANTA_NELLA 95322,36.9974,-120.9124,Vehicle,0.00,1.00,0,0,0,0
MMU,Merced,24035,0011099, 05/29/2021,0,STEPHENS ST / AUGUST AV,143,960,  STEPHENS ST  Delhi 95315,37.4191,-120.7632,Arson,200.00,1.00,0,0,0,0
MMU,Madera,20555,0011086, 05/29/2021,0,GOLD 2,143,931,  RD 200/QUAIL CREEK RD  NORTH_FORK 93645,37.2005,-119.5734,Smoking,0.00,0.50,0,0,0,0
RRU,Riverside,33090,0070892, 05/29/2021,0,TAMARISK,142,931,35726  TYMPANI  Indio 92211,34.3243,-116.4645,Arson,0.00,0.50,0,0,0,0
RRU,Riverside,33555,0071060, 05/29/2021,0,MARIAN VIEW DR / HY 243,141,935,26375  HWY  243  Idyllwild 92549,33.7410,-116.7193,Smoking,0.00,0.01,0,0,0,0
MMU,Merced,24555,0011054, 05/29/2021,0,CUNNINGHAM,143,983,  N CUNNINGHAM RD/E CHILDS AV  LEGRAND 95333,37.2555,-120.2650,Miscellaneous,"10,000.00",0.40,0,0,0,0
NEU,Placer,31125,0013380, 05/29/2021,0,S FLOOD RD  CDF_AUBURN1,143,419,156 S FLOOD RD CDF_AUBURN1 95603,39.5271,-121.0886,Electrical Power,0.00,0.01,0,0,0,0
MEU,Mendocino,23555,0006784, 05/29/2021,0,REFUSE,142,931,  Refuse RD Covelo 95428,39.8318,-123.2758,Debris Burning,"1,500.00",0.06,0,0,0,0
RRU,Riverside,33090,0071561, 05/30/2021,0,AVE 64  / PIERCE ST,143,931,  AVE 64/PIERCE ST  Thermal 92274,33.9732,-116.1875,Undetermined,0.00,0.01,0,0,0,0
CZU,Santa Cruz,44555,0003354, 05/30/2021,0,PACIFIC,141,931,350  HECKER PASS RD MOUNT_MADONNA 95076,36.9747,-121.7134,Undetermined,0.00,0.26,0,0,0,0
SKU,Siskiyou,47555,0004142, 05/30/2021,0,MEAMBER,141,419,9216  Ashley LN FORT_JONES 96032,41.6448,-122.9825,Debris Burning,0.00,2.00,0,0,0,0
MMU,Madera,20015,0011152, 05/30/2021,0,HWY 41  / AVE 15,143,961,  HWY 41NB  TESORO_VIEJO 93636,36.9685,-119.7939,Vehicle,0.00,0.10,0,0,0,0
RRU,Riverside,33060,211116, 05/30/2021,0,,143,419,2365  KIPS KORNER RD Norco 92860,0.0000,0.0000,Campfire,0.00,0.25,0,0,0,0
MMU,Madera,20010,0011200, 05/30/2021,0,TOZER ST /E YOSEMITE AV,143,946,  TOZER ST  MADERA_CITY 93638,36.9738,-120.0439,Arson,0.00,0.10,0,0,0,0
SCU,Santa Clara,43045,0003908, 05/30/2021,0,GILMAN,143,960,1565  GILMAN RD EAST_GILROY_SCC 95020,37.0168,-121.5438,Electrical Power,0.00,0.10,0,0,0,0
MVU,San Diego,37555,0009868, 05/30/2021,0,CARRIZO,142,931,0  CARRIZO GORGE RD JACUMBA 91934,32.6851,-116.1895,Arson,0.00,0.25,0,0,0,0
RRU,Riverside,33085,0071471, 05/30/2021,0,S STATE ST  SANJ,143,500,1685 S STATE ST San Jacinto 92583,33.7698,-116.9718,Miscellaneous,0.00,0.05,0,0,0,0
LNU,Sonoma,49555,0008827, 05/30/2021,0,SUMMIT AVE  GUERNEVILLE,142,400,17541  SUMMIT AVE Guerneville 95446,38.4942,-123.0165,Miscellaneous,150.00,0.01,0,0,0,0
SKU,Siskiyou,47121,0004143, 05/30/2021,0,STATELINE,143,931,  State highway 161  REFUGE 96023,42.0004,-121.6830,Undetermined,0.00,0.50,0,0,0,0
TCU,Tuolumne,55555,0006772, 05/30/2021,0,O1A,141,900,  MT Provo RD TWAIN_HARTE 95383,38.0066,-120.2178,Campfire,0.00,0.01,0,0,0,0
BEU,Monterey,27555,0003247, 05/30/2021,0,SARGENTS,142,600,67225  SARGEANT CANYON RD Bradley 93450,35.9999,-120.7641,Electrical Power,"2,000.00",1200.00,0,0,0,0
TGU,Tehama,52555,0006327, 05/31/2021,0,FARRIS,142,931,18640  FARRIS ST WRB 96080,40.1699,-122.3480,Equipment,0.00,60.00,0,0,0,0
MMU,Merced,24035,0011232, 05/31/2021,0,HWY 99  N/ FRANKLIN RD OV,142,961,  HWY 99 N  Atwater 95348,37.3197,-120.5375,Smoking,0.00,0.01,0,0,0,0
TGU,Tehama,52030,0006337, 05/31/2021,0,WHITE,143,931,  WHITE RD/SALE LN  ANTELOPE 96080,40.1857,-122.2226,Arson,200.00,0.34,0,0,0,0
MMU,Mariposa,22555,0011226, 05/31/2021,0,THUNDER,143,931,  THUNDER RD  CATHEYS_VALLEY 95306,37.4083,-120.1047,Electrical Power,100.00,2.82,0,0,0,0
MVU,San Diego,37555,0009961, 05/31/2021,0,BORDER 10,142,931,  Border Road  Otay 92154,32.5582,-116.8697,Campfire,0.00,1.60,0,0,0,0
SHU,Shasta,45555,0005384, 05/31/2021,0,EMIGRANT,141,931,    Shingletown 96088,40.5231,-121.7881,Debris Burning,0.00,0.24,0,0,0,0
SHU,Shasta,45555,0005398, 05/31/2021,0,FACTORY,143,931,  SHA-005-003.0  Cottonwood 96022,40.4248,-122.2831,Miscellaneous,0.00,4.00,0,0,0,0
SHU,Shasta,45086,0005393, 05/31/2021,0,KNIGHTON,143,931,    STA43 96002,40.4998,-122.3362,Equipment,0.00,0.23,0,0,0,0
RRU,Riverside,33555,0072004, 05/31/2021,0,LADDER,143,931,61245  DEVILS LADDER RD Anza 92561,33.5946,-116.6036,Equipment,275.00,0.01,0,0,0,0
MMU,Madera,20555,0011261, 05/31/2021,0,SMALLEY,143,931,28445  RD 222  NORTH_FORK 93643,37.1619,-119.5144,Equipment,"75,000.00",78.00,0,0,0,0
SHU,Shasta,45555,0005399, 05/31/2021,0,HOBBY,141,931,HWY  273  REDDING SKY RANCH AIRPORT HWY STA43 96007,40.4953,-122.3821,Miscellaneous,0.00,4.00,0,0,0,0
TGU,Tehama,52555,0006347, 05/31/2021,0,FREEWAY,143,931,  Riverside Ave  SRB 96080,40.1345,-122.2205,Arson,"1,120.00",5.60,0,0,0,0
TGU,Tehama,52555,0006352, 05/31/2021,0,MENDOCINO,142,419,15927 S MENDOCINO DR RTR 96021,40.0163,-122.4449,Electrical Power,"15,000.00",1.00,0,0,0,0
NEU,Nevada,29555,0013572, 05/31/2021,0,PIPER,143,419,13202  PIPER HILL DR PENN_VALLEY_FPD 95946,39.2511,-121.2283,Equipment,0.00,0.22,0,0,0,0
NEU,Yuba,58555,0013577, 05/31/2021,0,SPENCEVILLE,143,931,  SPENCEVILLE SHOOTING RANGE  Smartsville 95977,39.1348,-121.3052,Equipment,0.00,22.00,0,0,0,0
MEU,Mendocino,23555,0006846, 05/31/2021,0,REFUSE,143,931,23015  Refuse RD Covelo 95428,39.8248,-123.2773,Arson,0.00,0.38,0,0,0,0
BEU,Monterey,27555,0003292, 06/01/2021,0,METZ,142,419,  METZ  KING_CITY 93930,36.2423,-121.1317,Undetermined,0.00,33.00,0,0,0,0
MMU,Merced,24035,0011306, 06/01/2021,0,BERT,171,655,  S BERT CRANE RD  Atwater 95301,37.2231,-120.6613,Miscellaneous,"6,300.00",0.10,0,0,0,0
MMU,Merced,24035,0011352, 06/01/2021,0,NORTH BEAR CREEK DR E/ MO,142,946,  NORTH BEAR CREEK DR E  MCKEE 95340,37.3077,-120.4597,Arson,0.00,0.01,0,0,0,0
MMU,Merced,24035,0011354, 06/01/2021,0,AUGUST AV / MERCED AV,143,655,17300  AUGUST AVE Delhi 95315,37.4191,-120.8029,Electrical Power,0.00,0.10,0,0,0,0
TUU,Tulare,54555,0000268, 06/01/2021,0,OAK,142,400,18000  RD 320  Springville 93265,36.1140,-118.8562,Equipment,"4,000.00",0.33,0,0,0,0
RRU,Riverside,33090,0072762, 06/01/2021,0,JURUPA,142,931,  JURUPA RD/VAN BUREN BL  Jurupa Valley 92509,34.6590,-117.8031,Arson,0.00,0.20,0,0,0,0
MVU,San Diego,37555,0009995, 06/01/2021,0,ROCK,142,931,15000  ROCK HILL RANCH RD VALLEY_CENTER 92082,33.2234,-117.0067,Equipment,0.00,0.20,0,0,0,0
MMU,Madera,20015,0011314, 06/01/2021,0,AVE 7  / CHOWCHILLA CANAL,143,940,  AVE 7/CHOWCHILLA CANAL RD  MADERA_VALLEY 93637,36.8511,-120.3140,Electrical Power,0.00,0.25,0,0,0,0
SCU,Santa Clara,43555,0003978, 06/01/2021,0,CHARCOAL,141,900,    SARATOGA_SUMMIT 95014,37.2779,-122.1325,Undetermined,0.00,0.16,0,0,0,0
MVU,San Diego,37555,0010001, 06/01/2021,0,MONTEZUMA 4,142,961,  MONTEZUMA VALLEY RD MP-2  WARNER_SPRINGS 92066,33.0593,-116.8592,Vehicle,0.00,2.50,1,0,0,0
BEU,Monterey,27555,0003289, 06/01/2021,0,GARZAS,143,931,85 E GARZAS RD CARMEL_VALLEY 93924,36.4792,-121.7425,Miscellaneous,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0072527, 06/01/2021,0,SCOTT,143,931,  WINCHESTER RD/SCOTT RD  Winchester 92596,33.6258,-117.0870,Equipment,"1,000.00",25.00,0,0,0,0
TCU,Tuolumne,55555,0006891, 06/01/2021,0,THIRD,143,900,18035  THIRD AVE Jamestown 95327,37.9478,-120.4219,Debris Burning,150.00,0.10,0,0,0,0
BTU,Butte,04030,0007051, 06/01/2021,0,SUTTER,143,900,190  SUTTER RD PRA 95969,39.7342,-121.6467,Equipment,"4,000.00",0.86,0,0,0,0
MVU,San Diego,37555,0010002, 06/01/2021,0,JEWELL,143,960,  JEWEL VALLEY RD  JEWELL_VALLEY 91905,32.6445,-116.2824,Undetermined,0.00,0.01,0,0,0,0
CZU,San Mateo,41555,0003426, 06/01/2021,0,SAN BRUNO AV  BRISBANE,143,000,  Guadalupe Canyon PKY SAN_BRUNO_MTN 94014,37.7006,-122.4438,Undetermined,0.00,0.01,0,0,0,0
RRU,Riverside,33070,0073057, 06/02/2021,0,W 7TH ST  PERR,143,962,265 W 7TH ST Perris 92570,34.2987,-117.3870,Playing with Fire,0.00,0.05,0,0,0,0
MMU,Madera,20010,0011405, 06/02/2021,0,MADERA FAIRGROUNDS MADERA,143,946,1701  RIVERVIEW DR MADERA_CITY 93637,36.9686,-120.0797,Campfire,0.00,0.20,0,0,0,0
BDU,San Bernardino,36107,0007398, 06/02/2021,0,HWY 330 ONRP / HIGHLAND A,143,938,  Hwy 330  HIGHLAND_CITY 92346,34.2246,-117.3210,Arson,0.00,0.50,0,0,0,0
RRU,Riverside,33090,0072944, 06/02/2021,0,PEDLEY,142,951,  56TH ST/VAN BUREN BL  Jurupa Valley 92509,33.9850,-117.4740,Arson,0.00,0.10,0,0,0,0
MMU,Madera,20015,0011400, 06/02/2021,0,RD 37   BONADELLE,143,400,36946  AVE 12  BONADELLE 93636,36.9227,-119.8769,Electrical Power,30.00,0.10,0,0,0,0
SCU,Santa Clara,43555,0003989, 06/02/2021,0,LAZY,143,400,4444  Lazy Ln  City of San Jose 95135,37.3202,-121.7517,Vehicle,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0073166, 06/02/2021,0,COYOTE,142,679,  OLD BANNING IDYLLWILD RDSOSHIR  Banning 92220,33.8855,-116.8936,Miscellaneous,0.00,44.00,0,0,0,0
MEU,Mendocino,23555,0006930, 06/02/2021,0,OLD,141,669,  N Hwy 101  FORT_BRAGG 95437,39.4115,-123.8080,Debris Burning,0.00,0.10,0,0,0,0
MMU,Madera,20555,0011378, 06/02/2021,0,TESORO,143,931,20085  RD 211  TESORO_VIEJO 93626,37.0397,-119.7181,Undetermined,0.00,0.10,0,0,0,0
CZU,Santa Cruz,44045,0003450, 06/02/2021,0,FREEDOM,143,931,2269  FREEDOM BOULEVARD  PAJARO_VALLEY_WTS 95076,36.9428,-121.7847,Vehicle,0.00,0.10,0,0,0,0
MEU,Mendocino,23555,0006959, 06/02/2021,0,LONG,141,931,39265 BL  Sherwood RD Laytonville 95490,39.5910,-123.4554,Electrical Power,"1,000.00",0.69,0,0,0,0
MMU,Merced,24035,0011477, 06/03/2021,0,EUCALYPTUS AV  WINTON,143,962,5237  EUCALYPTUS AVE Winton 95388,37.4040,-120.5802,Undetermined,0.00,0.10,0,0,0,0
MMU,Merced,24035,0011490, 06/03/2021,0,SANDY,143,931,8523 W SANDY MUSH RD Atwater 95341,30.1860,-120.6449,Undetermined,0.00,2.00,0,0,0,0
BDU,San Bernardino,36107,0007439, 06/03/2021,0,DEL ROSA AV / BASELINE ST,142,962,  DEL ROSA AV/BASELINE ST  HIGHLAND_CITY 92410,34.2025,-117.4206,Arson,0.00,0.01,0,0,0,0
MMU,Merced,24035,0011482, 06/03/2021,0,TYLER,143,931,  TYLER RD/REILLY RD  Merced 95341,37.2548,-120.4583,Campfire,0.00,0.75,0,0,0,0
MMU,Madera,20555,0011478, 06/03/2021,0,LILLEY,143,931,41207  LILLEY MOUNTAIN DR YOSEMITE_LAKES 93614,37.1817,-119.7939,Vehicle,100.00,0.66,0,0,0,0
LNU,Yolo,57555,0009142, 06/03/2021,0,COUNTY,172,655,  HWY 16  Guinda 95606,38.8056,-122.1812,Equipment,0.00,0.80,0,0,0,0
FKU,Fresno,10555,0008366, 06/03/2021,0,OLD,143,419,45133  SAND CREEK RD SAND_CREEK 93675,36.6975,-119.1485,Undetermined,"10,000.00",2.56,0,0,0,0
SKU,Siskiyou,47555,0004279, 06/03/2021,0,MARBLE,143,419,11110  Marble Ave  BIG_SPGS 96064,41.6435,-122.4746,Electrical Power,0.00,0.10,0,0,0,0
TGU,Tehama,52555,0006483, 06/03/2021,0,PASKENTA,143,962,17990  PASKENTA RD WCORNING 96021,39.9504,-122.3679,Vehicle,"2,000.00",0.32,0,0,0,0
SLU,San Luis Obispo,40555,0007629, 06/03/2021,0,MOUNTAIN,142,931,2110  MOUNTAIN VIEW DR LOS_OSOS 93402,35.3123,-120.8246,Smoking,0.00,0.10,0,0,0,0
SLU,San Luis Obispo,40555,0007640, 06/03/2021,0,HARMONY,142,960,  HWY 1/SEA WEST RD  CAY_CO 93430,35.4849,-120.9976,Campfire,"2,000.00",0.30,0,0,0,0
LNU,Sonoma,49555,0009127, 06/03/2021,0,BLUE JAY RD / FORT ROSS R,141,669,21510  FORT ROSS RD FORT_ROSS 95421,38.5415,-123.1490,Electrical Power,0.00,0.01,0,0,0,0
CZU,Santa Cruz,44555,0003473, 06/03/2021,0,HERMON,143,961,  17 HWY SCOTTS_VALLEY 95060,37.0239,-122.0268,Vehicle,0.00,0.10,0,0,0,0
MEU,Mendocino,23555,0006987, 06/03/2021,0,LONG 3,141,931,39265 BL  Sherwood RD Laytonville 95490,39.5901,-123.4573,Electrical Power,"1,000.00",0.11,0,0,0,0
MEU,Mendocino,23555,0006988, 06/03/2021,0,LONG 2,141,931,39265 BL  Sherwood RD Laytonville 95490,39.5907,-123.4565,Electrical Power,"1,000.00",0.34,0,0,0,0
RRU,Riverside,33090,0073963, 06/04/2021,0,SONG,142,936,  COYOTE SONG WY/WASHINGTON ST  Indio 92211,33.7412,-116.3089,Undetermined,0.00,0.10,0,0,0,0
MMU,Merced,24035,0011552, 06/04/2021,0,I5  N/ HWY 140 OFF RAMP,143,936,  GRAVEL PIT RD  Gustine 95322,37.2416,-120.0794,Arson,0.00,1.50,0,0,0,0
MMU,Merced,24035,0011589, 06/04/2021,0,E CHILDS AV / IVETT RD,143,946,  E CHILDS AV/IVETT RD  Planada 95333,37.2891,-120.3054,Arson,0.00,0.25,0,0,0,0
MMU,Madera,20555,0011542, 06/04/2021,0,BLACK,143,961,  RD 426  Oakhurst 93644,37.3131,-119.6309,Vehicle,0.00,0.05,0,0,0,0
MMU,Madera,20555,0011538, 06/04/2021,0,OAKHURST,143,961,  RD 426  Oakhurst 93644,37.3181,-119.6320,Vehicle,0.00,0.05,0,0,0,0
SLU,San Luis Obispo,40080,0007674, 06/04/2021,0,TEFFT,143,961,  N HWY 101SOW TEFFT ST N OFF RA  NIP 93444,35.0154,-120.4612,Undetermined,0.00,0.01,0,0,0,0
SLU,San Luis Obispo,40080,0007675, 06/04/2021,0,BERROS,143,961,  N HWY 101SON THOMPSON AVE N OF  NIP_CO 93420,35.0579,-120.8037,Vehicle,0.00,0.10,0,0,0,0
MMU,Madera,20015,0011526, 06/04/2021,0,BONADELLE,143,400,36804  HWY 145  BONADELLE 93636,37.0098,-119.8790,Debris Burning,100.00,0.10,0,0,0,0
MMU,Madera,20015,0011522, 06/04/2021,0,AVE 7.5   ROLLING_HILLS,142,946,39664  AVE 7.5  ROLLING_HILLS 93636,36.8516,-119.8141,Arson,0.00,0.25,0,0,0,0
MMU,Madera,20015,0011575, 06/04/2021,0,HWY 99  S/ AVE 7 HWY 99 S,143,961,  HWY 99 SSOAVE  Madera 93637,36.8489,-119.9443,Vehicle,0.00,0.01,0,0,0,0
MMU,Madera,20015,0011574, 06/04/2021,0,HWY 99  S/ AVE 12 HWY 99,143,931,  HWY 99 S/AVE 12 HWY 99 S ON RA  Madera 93637,36.9229,-120.0214,Vehicle,0.00,0.01,0,0,0,0
LNU,Napa,28555,0009196, 06/04/2021,0,BENNETT,142,500,1429  TUBBS LN CALISTOGA_NORTH 94515,38.6026,-122.5984,Electrical Power,0.00,0.01,0,0,0,0
RRU,Riverside,33555,0074237, 06/04/2021,0,ALOHA,143,936,  ALOHA RD/SAN JACINTO AV  Good Hope 92570,34.3108,-117.4423,Arson,0.00,0.25,0,0,0,0
BEU,San Benito,35555,0003346, 06/04/2021,0,HERNANDEZ,143,960,  COALINGA HERNANDEZ RD/OLD HERN  BEAVER_DAM 93930,36.4052,-120.9525,Undetermined,200.00,0.13,0,0,0,0
MVU,San Diego,37555,0010195, 06/04/2021,0,YUCCA,143,931,  YUCCA RD  Fallbrook 92028,33.3759,-117.1852,Electrical Power,0.00,0.05,0,0,0,0
MMU,Madera,20555,0011544, 06/04/2021,0,RD 426  / BLACK RD,143,961,  RD 426  Oakhurst 93644,37.3121,-119.6297,Vehicle,0.00,0.05,0,0,0,0
LNU,Sonoma,49555,0009201, 06/04/2021,0,SKAGGS,142,962,31485  STEWARTS POINT SKAGGS SPRINGS RD Annapolis 95412,38.6556,-123.3404,Debris Burning,0.00,0.01,0,0,0,0
TCU,Tuolumne,55555,0007030, 06/04/2021,0,GERBER,143,400,20946  TUOLUMNE RD TWAIN_HARTE 95379,38.0052,-120.2348,Miscellaneous,"2,000.00",0.50,0,0,0,0
RRU,Riverside,33090,0074076, 06/04/2021,0,RAMONA,143,655,35500  RAMONA EXPRESSWAY  Lakeview 92582,33.8249,-117.0400,Electrical Power,500.00,1.18,0,0,0,0
